,Unnamed: 0,Artist,Song Title,Full Title,Release Date,Year,Month,Day,Pageviews,url,featured_count,producer_count,writer_count,Song Lyrics,Artist Image,vocab,love,money,violence,drugs,gendered,sadness,joy,yes,no,gender
151,151,The Rolling Stones,Honky Tonk Women,Honky Tonk Women by The Rolling Stones,1969-07-04,1969,7,4.0,126937,https://genius.com/The-rolling-stones-honky-tonk-women-lyrics,0,1,2,29 contributorshonky tonk women lyrics i met a ginsoaked barroom queen in memphis she tried to take me upstairs for a ride she had to heave me right across her shoulder 'cause i just can't seem to drink you off my mind  it's the honky tonk women that gimme gimme gimme the honky tonk blues  i laid a divorcee in new york city i had to put up some kind of a fight the lady then she covered me in roses she blew my nose and then she blew my mind  it's the honky tonk women that gimme gimme gimme the honky tonk blues  strollin' on the boulevards of paris naked as the day that i will die the sailors they're so charming there in paris but i just don't seem to sail you off my mind you might also like it's the honky tonk women that gimme gimme gimme the honky tonk blues it's the honky tonk women that gimme gimme gimme the honky tonk blues7embed,https://images.genius.com/23bbf05f7ee8286a89057205b480a766.620x387x1.jpg,81,0,0,0,0,30,0,0,0,1,male
152,152,The Rolling Stones,Jumpin’ Jack Flash,Jumpin' Jack Flash by The Rolling Stones,1968-05-24,1968,5,24.0,115088,https://genius.com/The-rolling-stones-jumpin-jack-flash-lyrics,0,1,2,32 contributorsjumpin’ jack flash lyrics watch it  i was born in a crossfire hurricane and i howled at my ma in the drivin' rain  but it's all right now in fact it's a gas but it's all right i'm jumpin' jack flash it's a gas gas gas  i was raised by a toothless bearded hag i was schooled with a strap right across my back  but it's all right now in fact it's a gas but it's all right i'm jumpin' jack flash it's a gas gas gas ooh you might also like  i was drowned i was washed up and left for dead i fell down to my feet and i saw they bled yeah yeah i frowned at the crumbs of a crust of bread yeah yeah i was crowned with a spike right through my head my my yeah  but it's all right now in fact it's a gas but it's all right i'm jumpin' jack flash it's a gas gas gas  jumpin' jack flash it's a gas jumpin' jack flash it's a gas jumpin' jack flash it's a gas jumpin' jack flash it's a gas jumpin' jack flash it's a gas jumpin' jack flash it's a gas9embed,https://images.genius.com/23bbf05f7ee8286a89057205b480a766.620x387x1.jpg,70,0,0,0,0,6,0,0,0,3,male
153,153,The Rolling Stones,Can’t You Hear Me Knocking,Can't You Hear Me Knocking by The Rolling Stones,1971-04-23,1971,4,23.0,114770,https://genius.com/The-rolling-stones-cant-you-hear-me-knocking-lyrics,0,1,2,30 contributorscan’t you hear me knocking lyrics  yeah  yeah you got satin shoes yeah you got plastic boots y'all got cocaine eyes yeah you got speedfreak jive now can't you hear me knockin' on your window can't you hear me knockin' on your door can't you hear me knockin' down your dirty street yeah  help me baby ain't no stranger help me baby ain't no stranger help me baby ain't no stranger  can't you hear me knockin' ah are you safe asleep can't you hear me knockin' yeah down the gas light street now can't you hear me knockin' yeah throw me down the keys alright now you might also like hear me ringing big bell tolls hear me singing soft and low i've been begging on my knees i've been kickin' help me please  hear me prowlin' i'm gonna take you down hear me growlin' yeah i've got flatten feet now now now now hear me howlin' and all all around your street now hear me knockin' and all all around your town  9embed,https://images.genius.com/23bbf05f7ee8286a89057205b480a766.620x387x1.jpg,73,3,0,0,1,19,0,0,1,19,male
154,154,The Rolling Stones,Start Me Up,Start Me Up by The Rolling Stones,1981-08-14,1981,8,14.0,113797,https://genius.com/The-rolling-stones-start-me-up-lyrics,0,3,2,47 contributorsstart me up lyrics if you start me up if you start me up i'll never stop if you start me up if you start me up i'll never stop  i've been running hot you got me ticking now don't blow my top if you start me up if you start me up i'll never stop never stop never stop never stop  you make a grown man cry you make a grown man cry you make a grown man cry spread out the oil the gasoline i walk smooth ride in a mean mean machine start it up  if you start it up kick on the starter give it all you got you got to you got to i can't compete with the riders in the other heats if you rough it up if you like it i can slide it up slide it up slide it up slide it up you might also like don't make a grown man cry don't make a grown man cry don't make a grown man cry my eyes dilate my lips go green my hands are greasy she's a mean mean machine start it up  start me up ah ah give it all you've got you've got to never never never stop slide it up whoo ah rev it up to start it up start it up start it up start it up never never never  you make a grown man cry you make a grown man cry you make a grown man cry ride like the wind at double speed i'll take you places that you've never never seen hey hey  if you start it up love the day and we will never stop never stop never never never stop start me up never stop never stop you you you make a grown man cry you you make a dead man cum you you make a dead man cum6embed,https://images.genius.com/23bbf05f7ee8286a89057205b480a766.620x387x1.jpg,88,1,0,0,0,26,0,0,1,1,male
155,155,The Rolling Stones,Dead Flowers,Dead Flowers by The Rolling Stones,1971-04-23,1971,4,23.0,88285,https://genius.com/The-rolling-stones-dead-flowers-lyrics,0,1,2,33 contributorsdead flowers lyrics well when you're sitting there in your silk upholstered chair talking to some rich folk that you know well i hope you won't see me in my ragged company well you know i could never be alone  take me down little susie take me down i know you think you're the queen of the underground and you can send me dead flowers every morning send me dead flowers by the mail send me dead flowers to my wedding and i won't forget to put roses on your grave  well when you're sitting back in your rose pink cadillac making bets on kentucky derby day i'll be in my basement room with a needle and a spoon and another girl can take my pain away  take me down little susie take me down i know you think you're the queen of the underground and you can send me dead flowers every morning send me dead flowers by the mail send me dead flowers to my wedding and i won't forget to put roses on your grave hey you might also like  take me down little susie take me down i know you think you're the queen of the underground and you can send me dead flowers every morning send me dead flowers by the us mail say it with dead flowers at my wedding and i won’t forget to put roses on your grave no i won’t forget to put roses on your grave6embed,https://images.genius.com/23bbf05f7ee8286a89057205b480a766.620x387x1.jpg,88,0,0,0,0,17,0,1,0,7,male
156,156,The Rolling Stones,Street Fighting Man,Street Fighting Man by The Rolling Stones,,1968,8,,85547,https://genius.com/The-rolling-stones-street-fighting-man-lyrics,0,1,2,42 contributorsstreet fighting man lyrics everywhere i hear the sound of marchin' chargin' feet boy 'cause summer's here and the time is right for fighting in the street boy  well now what can a poor boy do 'cept to sing for a rocknroll band 'cause in sleepy london town there's just no place for street fighting man no  hey think the time is right for a violence revolution but where i live the game to play is compromise solution  well now what can a poor boy do 'cept to sing for a rocknroll band 'cause in sleepy london town there's just no place for street fighting man no  get down you might also like hey said my name is called disturbance i'll shout and scream i'll kill the king i'll rail at all his servants  well now what can a poor boy do 'cept to sing for a rocknroll band 'cause in sleepy london town there's just no place for street fighting man no  get down 5embed,https://images.genius.com/23bbf05f7ee8286a89057205b480a766.620x387x1.jpg,77,0,0,1,0,30,0,0,0,9,male
157,157,The Rolling Stones,Bitch,Bitch by The Rolling Stones,1971-04-16,1971,4,16.0,83631,https://genius.com/The-rolling-stones-bitch-lyrics,0,1,2,26 contributorsbitch lyrics i'm feeling so tired can't understand it just had a fortnight's sleep i'm feeling so stuffed i'm so distracted ain't touched a thing all week i'm feeling drunk juiced up and sloppy ain't touched a drink all night i'm feeling hungry can't see the reason just had a horse meat pie  yeah when you call my name i salivate like a pavlov dog yeah when you lay me out my heart is beating louder than a big bass drum alright  yeah you got to mix it child you got to fix it must be love it's a bitch yeah you got to mix it child you got to fix it must be love it's a bitch alright  sometimes i'm sexy move like a stud like kicking the stall all night sometimes i'm so shy got to be worked on don't have no bark or bite alright you might also like yeah when you call my name i salivate like a pavlov dog yeah when you lay me out my heart is bumping louder than a big bass drum alright  i want it woo i said hey yeah get alright now get it got to be hey i'll get alright now get it hey hey hey hey hey yeah hey hey hey hey hey yeah hey hey hey hey hey yeah hey hey hey hey hey yeah get on hey hey hey4embed,https://images.genius.com/23bbf05f7ee8286a89057205b480a766.620x387x1.jpg,95,4,0,0,0,35,0,0,0,3,male
158,158,The Rolling Stones,Angry,Angry by The Rolling Stones,2023-09-06,2023,9,6.0,80357,https://genius.com/The-rolling-stones-angry-lyrics,0,1,3,one two one two three go  don't get angry with me i never caused you no pain i won't be angry with you but i can't see straight yeah it hasn't rained for a month the river's run dry we haven't made love and i wanna know why why you angry with me why you angry  please just forget about me cancel out my name please never write to me i love you just the same i hear a melody ringing in my brain just keep the memories don't have to be ashamed  don't get angry with me i'm in a dеsperate state i'm not angry with you don't you spit in my facе the wolf's at the door with the teeth and the claws my mouth's getting sore i can't take anymore why you angry with me why you angry you might also like voices keep echoing calling out my name hear the rain keep beating on my window pane i hear a melody ringing in my brain you can keep the memories don't have to be ashamed  don't get angry with me  angry angry  yeah angry yeah don't be angry with me if we go separate ways angry yeah don't get angry with me let's go out in a blaze angry yeah don't be angry with me don't you spit in my face angry oh don't get angry with me don't get don't get don't angry yeah don't be angry with me i'm still taking the pills and i'm off to brazil angry don't be angry with me yeah please angry don't be angry with me come on don't don't angry don't no don't be angry with me no no no no no no no yeah,https://images.genius.com/23bbf05f7ee8286a89057205b480a766.620x387x1.jpg,101,2,0,0,0,13,0,0,0,11,male
159,159,The Rolling Stones,Under My Thumb,Under My Thumb by The Rolling Stones,1966-04-15,1966,4,15.0,77642,https://genius.com/The-rolling-stones-under-my-thumb-lyrics,0,1,2,33 contributorsunder my thumb lyrics under my thumb the girl who once had me down under my thumb the girl who once pushed me around  it's down to me the difference in the clothes she wears down to me the change has come she's under my thumb ain't it the truth babe  under my thumb is a squirming dog who's just had her day under my thumb a girl who has just changed her ways  it's down to me yes it is the way she does just what she's told down to me the change has come she's under my thumb you might also likeah ah say it's alright  under my thumb is a siamese cat of a girl under my thumb she's the sweetest pet in the world  it's down to me the way she talks when she's spoken to down to me the change has come she's under my thumb  ah take it easy babe yeah  it's down to me oh yeah the way she talks when she's spoken to down to me the change has come she's under my thumb yeah it feels alright under my thumb her eyes are just kept to herself under my thumb well i i can still look at someone else  it's down to me oh that's what i said the way she talks when she's spoken to down to me the change has come she's under my thumb  say it's alright say it's all say it's all take it easy babe take it easy babe it feels alright take it take it easy babe6embed,https://images.genius.com/23bbf05f7ee8286a89057205b480a766.620x387x1.jpg,82,0,0,0,0,64,0,0,2,0,male
160,160,The Strokes,The Adults Are Talking,The Adults Are Talking by The Strokes,2020-04-10,2020,4,10.0,699251,https://genius.com/The-strokes-the-adults-are-talking-lyrics,0,1,5,they've been sayin' you're sophisticated they're complainin' overeducated you are saying all the words i'm dreaming say it after me say it after me they will blame us crucify and shame us we can't help it if we are a problem we are tryin' hard to get your attention i'm climbin' up your wall climbin' up your wall  don't go there 'cause you'll never return i know you think of me when you think of her but then it don't make sense when you're trying hard to do the right thing but without recompense and then you did something wrong and you said it was great and now you don't know how you could ever complain because you're all confused 'cause you want me to but then you want me to do it the same as you  you were waitin' for the elevator you were sayin' all the words i'm dreaming no more askin' questions or excuses the information's here here and everywhere you might also like don't go there 'cause you'll never return i know you think of me when you think of her but then it don’t make sense when you're trying hard to do the right thing but without recompense and then you did something wrong and you said it was great and now you don't know how you could ever complain because you're all confused 'cause you want me to but then you want me to do it the same way as you and but  i don't i don't want anything i know it's not it's not your fault i don't want anyone as i do it's not for you  ah ahahahah ahah ooh ooh  stockholders same shit a different life i'll get it right sometime oh maybe not tonight oh maybe not tonight oh maybe not tonight oh maybe not tonight oh maybe not tonight yeah boy here we go and a one and a two and a three here we go friends hold on i can't maybe that's a kooky situation so let's go back to the old key old tempo everything68,https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,135,0,0,1,0,42,0,0,0,16,male
161,161,The Strokes,Someday,Someday by The Strokes,2001-07-30,2001,7,30.0,444697,https://genius.com/The-strokes-someday-lyrics,0,1,1,"86 contributorssomeday lyrics in many ways they'll miss the good old days someday someday yeah it hurts to say but i want you to stay sometimes sometimes when we was young oh man did we have fun always always promises they break before they're made sometimes sometimes  oh maya says i'm lackin' in depth i will do my best you say you wanna stand by my side darling your head's not right i see alone we stand together we fall apart yeah i think i'll be alright i'm workin' so i won't have to try so hard tables they turn sometimes oh someday no i ain't wastin' no more time  tryin' tryin'  and now my fears they come to me in threes so i sometimes say ""fate my friend you say the strangest things i find sometimes"" you might also like oh maya says i'm lackin' in depth shit i will try my best you say you wanna stay by my side darling your head's not right i see alone we stand together we fall apart yeah i think i'll be alright i'm workin' so i won't have to try so hard tables they turn sometimes oh someday i ain't wastin' no more time57embed",https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,97,0,0,0,0,17,0,0,0,6,male
162,162,The Strokes,Ode to the Mets,Ode to the Mets by The Strokes,2020-04-10,2020,4,10.0,405931,https://genius.com/The-strokes-ode-to-the-mets-lyrics,0,1,5,up on his horse up on his horse not gonna wake up here anymore listen one time it's not the truth it's just a story i tell to you easy to say easy to do but it's not easy well maybe for you hope that you find it hope that it's good hope that you read it think that you should cuts you some slack as he sits back sizes you up plans his attack  dadada drums please fab  and i got it all i got it all waitin' for me down on the street but now you gotta do somethin' special for me i'm gonna say what's on my mind then i'll walk out then i'll feel fine  yeah i'm under his thumb i'm on his back i will not show my teeth too quick i needed you there i needed you there but i didn't know i didn't know you might also like go alone i'll go alone we'll go alone i'll go alone  back from his trip he's at the door when he gets back he's on the phone innocent eye innocent heart no it's not wrong but it's not right innocent time out on his own not gonna do that fuck i'm out of control i was just bored playin' the guitar learned all your tricks wasn't too hard  it's the last one now i can promise you that i'm gonna find out the truth when i get back  gone now are the old times forgotten time to hold on the railing the rubik's cube isn't solving for us old friends long forgotten the old ways at the bottom of the ocean now has swallowed the only thing that's left is us so pardon the silence that you're hearing it's turnin' into a deafening painful shameful roar53,https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,156,1,0,0,0,31,0,3,0,17,male
163,163,The Strokes,Reptilia,Reptilia by The Strokes,2004-02-09,2004,2,9.0,363809,https://genius.com/The-strokes-reptilia-lyrics,0,1,1,"74 contributorsreptilia lyrics he seemed impressed by the way you came in ""tell us a story i know you're not boring"" i was afraid that you would not insist ""you sound so sleepy just take this now leave me""  i said please don't slow me down if i'm going too fast you're in a strange part of our town  yeah the night's not over you're not trying hard enough our lives are changing lanes you ran me off the road the wait is over i'm now taking over you're no longer laughing i'm not drowning fast enough  now every time that i look at myself ""i thought i told you this world is not for you"" the room is on fire as she's fixing her hair ""you sound so angry just calm down you found me""  i said please don't slow me down if i'm going too fast you're in a strange part of our town you might also like yeah the night's not over you're not trying hard enough our lives are changing lanes you ran me off the road the wait is over i'm now taking over you're no longer laughing i'm not drowning fast enough66embed",https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,98,0,0,0,0,13,0,2,0,20,male
164,164,The Strokes,Selfless,Selfless by The Strokes,2020-04-10,2020,4,10.0,317137,https://genius.com/The-strokes-selfless-lyrics,0,1,5,can the dark side light my way out yeah yeah lay your hand across my face yeah yeah time we lost that's all my fault  please don’t be long 'cause i want you now i don't have love without you around life is too short but i will live for you  how did this fit in your story yeaheah why’d you let them judge your body yeaheah i'll be waitin' there outside yeah  please don't be long 'cause i want your all i don't have fun without your love life is too short but i will live for you you're mucking off but i will live for you my selfless love  bite my tongue i wait my turn i waited for a century waste my breath no lessons learned i turn and face the enemy i'm not scared just don’t care i’m not listening you hear he's never there but i don’t care i can't tell you what and where you might also like yeaheah yeaheah27,https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,95,3,0,0,0,15,0,0,0,4,male
165,165,The Strokes,Why Are Sundays So Depressing?,Why Are Sundays So Depressing? by The Strokes,2020-04-10,2020,4,10.0,316235,https://genius.com/The-strokes-why-are-sundays-so-depressing-lyrics,0,1,5,i sing a song i paint a picture my baby's gone but i don't miss her like a swan i don't miss swimming all my friends left and they don't miss me  can't take it babe your body talks to me like in a movie babe i let it resonate yeah  i want your time time time don't ask me questions questions questions that you don't want want want the answers to to to  i love you and i'm honest so you know it's no lie you're hidin' in the background but you wanna be found you've got me on my back and now i've gotta think fast you're hidin' in the background but you wanna be found  i take it easy babe i i get down it's automatic uh i've come to believin' that that too much time is evil you might also like i transition in i'm making your body wait like on an aeroplane please baby take me away yeah  i want your time time time don't ask me questions questions questions that you don't want want want the answers to to to  i know i know i know i know  i kinda miss the ninetofive yeah do those things that you can't hide i scramble fight just like a child hey nah nah nah nah nah nah nah nah i'm staying hungry i'm staying hungry i'm staying hungry i'm staying hungry not getting angry i'm staying hungry not getting angry staying staying hungry yeah hold on hold on hold the click was always in you fab it was never on it was never on22,https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,111,3,0,0,0,10,0,0,0,9,male
166,166,The Strokes,Barely Legal,Barely Legal by The Strokes,2001-07-30,2001,7,30.0,267935,https://genius.com/The-strokes-barely-legal-lyrics,0,1,1,"49 contributorsbarely legal lyrics i didn't take no shortcuts i spent the money that i saved up oh mama runnin' out of luck but like my sister don't give a fuck i wanna steal your innocence to me my life it don't make sense these strange manners i love 'em so why won't you wear your new trenchcoat  i should have worked much harder i should have just not bothered i never show up on weekdays and something that you learned yesterday drive you to work and you'll be on time these little problems they're not yours they're mine come on listen to what i say i got some secrets that'll make you stay  i just want to turn you down i just want to turn you around oh you ain't never had nothing i wanted but i want it all i just can't figure out nothing you might also like and all together it went well we made pretend we were best friends then she said ""oh you're a freak"" they ordered me to make mistakes together again like the beginning it all works somehow in the end the things we did the things you hide but for the record it's between you and i  oh i didn't take no shortcuts i spent the money that i saved up oh mama runnin' out of luck and like my sister don't give a fuck i wanna steal your innocence to me my life it just don't make any sense oh strange manners i love 'em so why won't you wear your new trenchcoat  i just want to misbehave i just want to be your slave oh you ain't never had nothing i wanted but i want it all i just can't figure out nothing and all together it went well we made pretend we were best friends then she said ""oh i can wait"" they ordered me to make mistakes together again like the beginning it all works somehow in the end the things we did the things you hide but for the record it's between you and i33embed",https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,136,2,2,3,0,36,0,0,1,10,male
167,167,The Strokes,Last Nite,Last Nite by The Strokes,2001-07-30,2001,7,30.0,258266,https://genius.com/The-strokes-last-nite-lyrics,0,1,1,"60 contributorslast nite lyrics last night she said ""oh baby i feel so down oh it turn me off when i feel left out"" so i i turned 'round oh baby don't care no more i know this for sure i'm walkin' out that door well i've been in town for just 'bout fifteen oh minutes now and baby i feel so down and i don't know why i keep walkin' for miles  and see people they don't understand no girlfriends they can't understand your grandsons they won't understand on top of this i ain't ever gonna understand  last night she said ""oh baby don't feel so down oh it turn me off when i feel left out"" so i i turned 'round oh baby gonna be alright it was a great big lie 'cause i left that night yeah you might also like  oh people they don't understand no girlfriends they don't understand in spaceships they won't understand and me i ain't ever gonna understand  last night she said ""oh baby i feel so down see it turn me off when i feel left out"" so i i turned 'round oh little girl i don't care no more i know this for sure i'm walkin' out that door yeah38embed",https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,83,6,0,0,0,18,0,0,2,8,male
168,168,The Strokes,The Modern Age,The Modern Age by The Strokes,2001-01-29,2001,1,29.0,256566,https://genius.com/The-strokes-the-modern-age-lyrics,0,1,1,47 contributorsthe modern age lyrics up on a hill here's where we begin this little story a long time ago start to pretend stop pretendin' it seems this game is simply neverendin'  oh in the sun sun havin' fun it's in my blood i just can't help it don't want you here right now let me go oh let me ggggggggo  leaving just in time stay there for a while rollin' in the ocean tryin' to catch her eye work hard and say it's easy do it just to please me tomorrow will be different so i'll pretend i'm leaving   i feel so different now we trained at ava i wish you hadn't stayed my vision's clearer now but i'm unafraid flyin' overseas no time to feel the breeze i took too many varieties you might also like oh in the sun sun havin' fun it's in my blood i just can't help it don't want you here right now let me go woo darling let me ggggggggo  leaving just in time stay there for a while rollin' in the ocean tryin' to catch her eye work hard and say it's easy do it just to please me tomorrow will be different so this is why i'm leavin'28embed,https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,104,0,0,0,0,25,0,0,0,5,male
169,169,The Strokes,Is This It,Is This It by The Strokes,2001-07-30,2001,7,30.0,244031,https://genius.com/The-strokes-is-this-it-lyrics,0,1,1,44 contributorsis this it lyrics can't you see i'm tryin' i don't even like it i just lied to get to your apartment now i'm stayin' there just for a while i can't think 'cause i'm just way too tired is this it is this it is this it  said they'd give you anything you ever wanted when they lied i knew it was just stable children tryin' hard not to realize i was sitting right behind you  dear can't you see it's them it's not me we're not enemies we just disagree if i was like him all pissed in this bar he changes his mind says i went too far we all disagree i think we should disagree yeah is this it is this it is this it you might also like can't you see i'm tryin' i don't even like it i just lied to get to your apartment now i'm stayin' there just for a while i can't think 'cause i'm just way too tired37embed,https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,76,0,0,0,0,10,0,0,3,8,male
170,170,The Strokes,At the Door,At the Door by The Strokes,2020-02-11,2020,2,11.0,243344,https://genius.com/The-strokes-at-the-door-lyrics,0,1,6,i can't escape it i'm never gonna make it out of this in time i guess that's just fine i'm not there quite yet my thoughts such a mess like a little boy what you runnin' for  arrive at the door anyone home have i lost it all  struck me like a chord i'm a lonely boy holding out the knife lonely afterlife you begged me not to go sinkin' like a stone use me like an oar and get yourself to shore  a bang at the door anyone home that's just what they do right in front of you like a cannonball slammin' through your wall in their face i saw what they're fightin' for you might also like i can't escape it i'm never gonna make it 'til the end i guess  struck me like a chord i'm a lonely boy holding out the knife lonely afterlife bangin' on the door i don't wanna know sinkin' like a stone so use me like an oar  hard to fight what i can't see not tryna build no dynasty i can't see beyond this wall but we lost this game so many times before   i've been on a cold road i'll be waiting yeah i'll be waiting from the other side waiting for the tide to rise i've been on a cold road i'll be waiting yeah i'll be waiting from the other side waiting for the tide to rise27,https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,114,0,0,0,0,23,0,0,0,6,male
171,171,The Strokes,"Call It Fate, Call It Karma","Call It Fate, Call It Karma by The Strokes",2013-03-26,2013,3,26.0,238003,https://genius.com/The-strokes-call-it-fate-call-it-karma-lyrics,0,1,3,64 contributorscall it fate call it karma lyrics close the door not all the way he don’t understand we don’t understand so don’t you wanna remind me i don’t know a thing and some of us remember and some run out of place  can i waste all your time here on the sidewalk can i stand in your light just for a while i’ve waited around to wait in a room having a hard time watching you  you got it down now don’t you i wanted to understand your face so don’t you wanna remind me i don’t know a thing and some of us remember and some run out of place  can i waste all your time here on the sidewalk can i stand in your light just for a while i’ve waited around to wait in a room having a hard time watchin' you you might also like i needed someone i needed someone45embed,https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,68,0,0,0,0,9,0,0,0,4,male
172,172,The Strokes,Hard to Explain,Hard to Explain by The Strokes,2001-06-25,2001,6,25.0,221992,https://genius.com/The-strokes-hard-to-explain-lyrics,0,1,1,"52 contributorshard to explain lyrics was an honest man asked me for the phone tried to take control  oh i don't see it that way i don't see it that way  we shared some ideas all obsessed with fame says we're all the same  oh i don't see it that way i don't see it that way  raised in carolina i'm not like that tryin' to remind her when we go back  i missed the last bus i'll take the next train i'll try but you see it's hard to explain i say the right thing but act the wrong way i like it right here but i cannot stay i watch the tv forget what i'm told well i am too young and they are too old the joke is on you this place is a zoo you're right it's true you might also like he says he can't decide i shake my head to say ""everything's just great""  oh i just can't remember i just can't remember  raised in carolina she says ""i'm not like that"" tryin' to remind her when we go back  i say the right thing but act the wrong way i like it right here but i cannot stay i watch the tv forget what i'm told well i am too young and they are too old oh man can't you see i'm nervous so please pretend to be nice so i can be mean i missed the last bus we'll take the next train i'll try but you see it's hard to explain51embed",https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,113,0,0,0,0,32,0,0,0,4,male
173,173,The Strokes,You Only Live Once,You Only Live Once by The Strokes,2006-07-24,2006,7,24.0,216990,https://genius.com/The-strokes-you-only-live-once-lyrics,0,1,1,56 contributorsyou only live once lyrics some people think they're always right others are quiet and uptight others they seem so very nicenicenicenice oh inside they might feel sad and wrong oh no twentynine different attributes only seven that you like oh twenty ways to see the world oh and twenty ways to start a fight oh  oh don't don't don't get up i can't see the sunshine i'll be waiting for you baby 'cause i'm through sit me down shut me up i'll calm down and i'll get along with you  oh men don't notice what they got oh women think of that a lot one thousand ways to please your man oh not even one requires a plan i know and countless odd religions too it doesn't matter which you choose oh no one stubborn way to turn your back oh this i've tried and now refuse oh you might also like oh don't don't don't get up i can't see the sunshine whoa i'll be waiting for you baby 'cause i'm through sit me down shut me up i'll calm down and i'll get along with you alright  shut me up shut me up and i'll get along with you57embed,https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,105,2,0,0,0,12,1,0,0,6,male
174,174,The Strokes,Brooklyn Bridge to Chorus,Brooklyn Bridge to Chorus by The Strokes,2020-04-10,2020,4,10.0,203058,https://genius.com/The-strokes-brooklyn-bridge-to-chorus-lyrics,0,1,5,"one shot is never enough i just wait for us to go in circles a lifetime of giving my all for you hostile give me a break don't say it's in the bottle of air  and first he would tell me i'm his friend actually no thanks i'm okay and then he would send weird looks my way  i want new friends but they don't want me they're making plans while i watch tv thought it was you but maybe it's me i want new friends but they don't want me  and the '80s song yeah how did it go when they said ""this is the beginning of the best years"" even though false break  one shot is never enough i just wait for this to go into circles and the distance from my room is anything so necessary i was thinking about that thing that you said last night so boring you might also like and the '80s bands oh where did they go can we switch into the chorus right now  i want new friends but they don't want me they have some fun but then they just leave is it just them or maybe all me why my new friends don't seem to want me  hurts my case but that's okay it hurts my case but that's okay we're dancing on a moonbeam on and on and on and on and on  the deeper i get the less that i know that's the way that it go the less that i know the deeper i go juliet i adore the deeper i get the less that i know diminishing returns oh  oh that's how it goes all i wanna say on another song on another day on another song on another day on another song on another break23",https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,132,0,0,2,0,42,0,0,0,13,male
175,175,The Strokes,Bad Decisions,Bad Decisions by The Strokes,2020-02-18,2020,2,18.0,186020,https://genius.com/The-strokes-bad-decisions-lyrics,0,1,7,dropped down the lights i’m sitting with you moscow 1972 always singin' in my sleep i will leave it in my dreams  oh makin' bad decisions oh makin' bad decisions making bad decisions for you yeah makin' bad decisions uhoh makin' bad decisions makin' bad decisions for you  pick up your gun put up those gloves save us from harm safe or alone  oh baby i hang on everything you say i wanna write down every word but do me a favor when you come through when i look around don't wanna see you i don't take advice from fools never listenin' to you you might also like oh makin' bad decisions oh makin' bad decisions making bad decisions with you oh makin' bad decisions uhoh makin' bad decisions i'm makin' bad decisions with you  pick up your gun put up those gloves save us from harm safe or alone  you you didn't listen to me but i i didn't listen to you i waited so long listening for something to join  i'm makin' bad decisions really really bad decisions i'm makin' bad decisions on you on you yeah yeah yeah yeah ooh ooh ooh ooh ooh ooh ooh i'm not gonna give a lot of credit i don't know how to use how 'cause i can't i can't i can't can't make anymore14,https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,96,3,0,2,0,3,0,0,0,2,male
176,176,The Strokes,Soma,Soma by The Strokes,2001-07-30,2001,7,30.0,176712,https://genius.com/The-strokes-soma-lyrics,0,1,1,"53 contributorssoma lyrics soma is what they would take when hard times opened their eyes saw pain in a new way high stakes for a few names racin' against sunbeams losin' against fig trees in your eyes  and i am stop and go in your eyes see i am stop and go in your eyes  let's go  when i saw her for the first time lips moved as her eyes closed heard something in his voice ""and i'll be there"" he says then he walks out somehow he was tryin' too hard to be like them you might also like and i am stop and go in your eyes and i am stop oh darling let me go  tried it once and they liked it and tried to hide it says ""i've been doin' this twentyfive years"" well i'm not listenin' no more and these friends they keep askin' for more oh yeah oh but that's it14embed",https://images.genius.com/b5237c13de1a05f92ca6327d854cbfc8.1000x1000x1.jpg,100,0,0,0,0,20,0,0,6,2,male
